business_id,name,city,state,latitude,longitude,stars,review_count,romance_score,final_score,schedule
trOD5OIN83lD21DnqWy2QA,Lambertville Station,Lambertville,NJ,40.365286,-74.946147,4.0,122,11,0.13008130081300814,Monday: 11:30 AM-11:00 PM; Tuesday: 11:30 AM-11:00 PM; Wednesday: 11:30 AM-08:00 PM; Thursday: 12:00 PM-08:00 PM; Friday: 11:30 AM-11:00 PM; Saturday: 11:30 AM-11:00 PM; Sunday: 10:30 AM-10:00 PM
x483GUYbdSgjaX9Xi3nOUA,Mirna's,Jenkintown,PA,40.0964196,-75.1260276,3.5,26,5,0.12962962962962962,
fDkOfC0t9coGC34o8Nnjow,Elaia,Saint Louis,MO,38.6193351,-90.2553848,4.0,126,9,0.12598425196850394,
oFHBqDewJFn6DwlYgf_03g,MRKT,Edmonton,AB,53.5409425,-113.5025703,4.0,63,4,0.125,
sMhdwnrxQd8NWPCxLKqG2A,La Crepe Nanou,New Orleans,LA,29.9249278,-90.1091287,4.0,259,22,0.12307692307692308,
RoUP3lcY4wEtdASLNIcmSw,Water Works Restaurant & Lounge,Philadelphia,PA,39.9687665251,-75.1836919785,3.0,150,12,0.11920529801324503,
JcP1z6eZBgTIcxWlyxSw0g,Iris,New Orleans,LA,29.9536503,-90.0650564,4.0,67,5,0.11764705882352941,
-b8qRoIcTo7NBgTAe9XhgA,Chef Joseph's at The Connoisseur Room,Indianapolis,IN,39.769632,-86.155178,4.0,169,11,0.11764705882352941,
upkreyzHS0heQGzCtJ0aNg,Kimberton Inn,Kimberton,PA,40.1303265,-75.5756565,4.5,117,8,0.11440677966101695,
o46D9xB7lW3Zkumlj07H-w,Country Pizza Inn,Clearwater,FL,28.0073796,-82.7308577,3.5,30,1,0.11290322580645161,
nR5YybQrv7P62jd_oP5p7g,Mama Carolla's,Indianapolis,IN,39.8508246,-86.1408785,4.5,683,42,0.1118421052631579,
4wDo72kKuceoLw8Uu_Y_RQ,Pia's Trattoria,Gulfport,FL,27.7390633,-82.7075858,4.5,709,35,0.10774647887323943,
tthy48ZIX_wfY8Dy0Dvg6w,Bouchon,Santa Barbara,CA,34.423983,-119.70586,4.5,1452,79,0.10529938059187888,
Zjg5nixJ-sTr9B6tsDzClw,Mr Martino's Trattoria,Philadelphia,PA,39.929019,-75.164705,4.0,153,11,0.1038961038961039,
VaMpfrdGKivEdtfxUTcErg,Franklinville Inn,Franklinville,NJ,39.6180074,-75.0805217,4.5,182,8,0.09836065573770492,
KUcbgmjh_eR33wB7T9vTcw,Atlas Restaurant,Saint Louis,MO,38.6482019,-90.2787224,4.0,82,5,0.0963855421686747,
kFwYrDiiVuaEuw1WIV260w,Avo,New Orleans,LA,29.9216987,-90.1201465,4.5,191,13,0.09375,
lzaR8qKF_s5IjeUY3VQPBQ,Bella Tori At the Mansion,Langhorne,PA,40.1736811,-74.9187307,4.0,85,4,0.09302325581395349,
h8h1QvEQruTkBI50NlWsyA,Vincent's Italian Cuisine,New Orleans,LA,29.9418558,-90.1323062,4.5,534,29,0.09252336448598131,
Wtr51cNrv1pYyIRg_IawYQ,The Victor Cafe,Philadelphia,PA,39.931653,-75.166327,4.5,437,25,0.09246575342465753,
bIGFd99r3iUNB0xshlZ5Sw,Pumpkin,Philadelphia,PA,39.9444366,-75.1708063,4.0,432,43,0.09237875288683603,
5FrKBCTmM__E3OS5AEwQdQ,Illiano Cucina,Medford,NJ,39.869191,-74.848689,4.5,97,3,0.09183673469387756,
eAo14BpElFloDZfZhUlNTg,Sukhothai Restaurant,Tampa,FL,28.0231326,-82.5042586,4.0,43,2,0.09090909090909091,Monday: 11:00 AM-10:00 PM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-11:00 PM; Saturday: 05:00 PM-11:00 PM; Sunday: 05:00 PM-10:00 PM
6PCHwjpYRMo1ZvY8m91bIg,Rococo Steak,St. Petersburg,FL,27.769767,-82.64265,4.0,308,21,0.09061488673139159,Monday: 04:00 PM-10:00 PM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-10:00 PM; Friday: 04:00 PM-11:00 PM; Saturday: 04:00 PM-11:00 PM; Sunday: 04:00 PM-09:00 PM
DAn7drLq36AJlH9wagcA_Q,Water Street,Saint Louis,MO,38.6134589,-90.3159332,4.0,133,17,0.08955223880597014,
vpNJJNVgVmf2u1lfdFh81w,Matyson,Philadelphia,PA,39.952304,-75.1715399,4.0,402,32,0.08933002481389578,
cWhEVY0KMmIRTVR-sjNusQ,Bona Cucina,Upper Darby,PA,39.9516458,-75.2675709,4.0,89,10,0.08888888888888889,
ww3YJXu5c18aGZXWmm00qg,Café Amelie,New Orleans,LA,29.9598673,-90.0629027,4.5,2756,96,0.08650707290533188,
UUP-DfmhHVGXMyKjzgKiSw,Primo with Patio Dining,Tucson,AZ,32.2160973069,-111.0501758736,3.5,123,8,0.0846774193548387,
6_QyUZW5QNsLlYJXjgmfAg,Ceviche Tapas Bar & Restaurant,Tampa,FL,27.9408723,-82.4852045,4.0,377,23,0.08465608465608465,
wjGV_sRxlhLKgvOBA8PhYQ,Malbec Argentine Steakhouse,Philadelphia,PA,39.9430020477,-75.1451513171,4.0,193,8,0.08247422680412371,
fIpfYtJrARdR2zaNVgftZQ,Rich & Charlie's,Chesterfield,MO,38.6243241245,-90.5163040111,4.0,96,3,0.08247422680412371,
9b-LZWsj75mmfMYuChXDkg,Ciro's,Tampa,FL,27.926544,-82.4826579,4.0,833,46,0.0815347721822542,
QSyFMbBkhxygLygYOEXBdw,Level 11 Rooftop Bar & Lounge,St. Pete Beach,FL,27.7259483094,-82.7430360339,4.0,151,4,0.07894736842105263,
F_ker4jxFkcvfZQf-MDfJA,Russet,Philadelphia,PA,39.9475385,-75.1673293,3.5,269,25,0.07777777777777778,
TIFAgl8Ys7EsMbp6tjXZtg,Bangkok Sushi,Lutz,FL,28.1896202151,-82.5412267288,4.0,257,8,0.07751937984496124,
4qG7aFq9-45830OfYt7gCA,Radicchio Cafe,Philadelphia,PA,39.956611,-75.1463377,4.0,309,23,0.07741935483870968,
mBXxL7776PIpye9GRDLu6Q,Apolline Restaurant,New Orleans,LA,29.920684,-90.105841,4.5,406,17,0.0773955773955774,
v2Z_d9d2GWCVUTtPg5ucRw,Tony's,Clayton,MO,38.6248021152,-90.1898583799,4.0,208,9,0.07655502392344497,
q2gRx1K1mbk6zHV4ZOCChQ,Eleven Eleven Mississippi,Saint Louis,MO,38.6196041687,-90.2129194075,4.0,576,31,0.07625649913344887,
JyDidMUIw3o-5i5xQlXqlg,Maximos Italian Grill,New Orleans,LA,29.960359,-90.0599079,3.5,91,5,0.07608695652173914,Monday: 05:00 PM-10:00 PM; Tuesday: 05:00 PM-10:00 PM; Wednesday: 05:00 PM-10:00 PM; Thursday: 05:00 PM-10:00 PM; Friday: 05:00 PM-11:00 PM; Saturday: 05:00 PM-11:00 PM; Sunday: 05:00 PM-10:00 PM
AmI3LIUNwsi4023hOVGu3w,Moshulu,Philadelphia,PA,39.942335482,-75.1413081,3.5,874,45,0.076,
qYjQyfMw_UOJztjmapyHTQ,"Feelings Marigny Cafe, Bar & Courtyard Lounge",New Orleans,LA,29.9632302,-90.0518851,4.0,109,9,0.07272727272727272,
STU4v_QuqjpsUJmWU535pg,Green Springs Bistro,Safety Harbor,FL,27.991604,-82.690918,4.5,123,7,0.07258064516129033,
Y9QwSBlJ8DRvde-udRp2yQ,The Flaming Torch,New Orleans,LA,29.9208022,-90.116014,3.0,82,5,0.07228915662650602,
o7YE1WaFeQg_piECb9cgjQ,Ratchada Thai & Laos Cuisine,Philadelphia,PA,39.936534,-75.16139,4.0,285,13,0.06993006993006994,
R17gwW6zn9ilslbdvKdgsg,Alma de Cuba,Philadelphia,PA,39.9500808,-75.1685265,4.0,1321,104,0.06959152798789713,Monday: 12:00 AM-12:00 AM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-10:00 PM; Friday: 04:00 PM-11:00 PM; Saturday: 04:00 PM-11:00 PM; Sunday: 04:00 PM-10:00 PM
g8OyaT2RL8JCKItDExcFug,Blackfish,Conshohocken,PA,40.0742539,-75.3054808,4.0,231,13,0.06896551724137931,
p_6THXiGLViyxYnOY8BzZQ,Vin de Set,Saint Louis,MO,38.6213664,-90.2129261,3.5,479,26,0.065625,
z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,Santa Barbara,CA,34.4229971148,-119.7045224474,4.0,488,18,0.065439672801636,
qYe7k9E0OJrQPJYGiDIw-A,XIX Nineteen,Edmonton,AB,53.434759284,-113.5732437167,4.0,122,6,0.06504065040650407,Monday: 03:00 PM-10:00 PM; Tuesday: 03:00 PM-11:00 PM; Wednesday: 03:00 PM-11:00 PM; Thursday: 11:00 AM-11:00 PM; Friday: 12:00 PM-12:00 AM; Saturday: 12:00 PM-12:00 AM; Sunday: 12:00 PM-10:00 PM
QU5SwQ7NxIJdueL_M3u8dA,Bistro Albertino,Willow Grove,PA,40.151241,-75.114251,4.5,139,6,0.06428571428571428,
-AgYybTLhispcYcoIV7E9A,Starlite Majesty,Clearwater Beach,FL,27.976757,-82.826572,3.0,93,4,0.06382978723404255,
rvF-BwyaCHeb30u3Xf7FbQ,The Elysian Bar,New Orleans,LA,29.9668829,-90.0549542,4.5,140,13,0.06382978723404255,
y68ddl23zvgIY2aWvCNjaw,Scape American Bistro,St. Louis,MO,38.644936,-90.2634154,4.0,316,16,0.06309148264984227,
b_WqANUY0faWZOpMNiBLew,Clancy's Restaurant,New Orleans,LA,29.9190692722,-90.1250852808,4.0,318,10,0.06269592476489028,
9gObo5ltOMo6UgsaXaHPWA,R2L,Philadelphia,PA,39.9516172612,-75.167190457,3.5,787,41,0.06218274111675127,Monday: 05:00 PM-10:00 PM; Tuesday: 05:00 PM-10:00 PM; Wednesday: 05:00 PM-10:00 PM; Thursday: 05:00 PM-10:00 PM; Friday: 05:00 PM-10:30 PM; Saturday: 05:00 PM-10:30 PM; Sunday: 05:00 PM-09:00 PM
zWNz-y5mVcJA364mVV-XRw,Crafted Palette,Reno,NV,39.5258023,-119.8153127,4.5,144,9,0.06206896551724138,
CYJRj0lF120-WC3UKsuh5A,Cafe Fiorello's,West Chester,PA,39.9657679,-75.5926251,3.5,115,4,0.0603448275862069,
TjAsf2vHEYh_mCHpQqGgDA,Iozzo's Garden of Italy,Indianapolis,IN,39.7541928,-86.1595373,4.5,526,21,0.05977229601518026,
yDHINEt7By47My7x4Mb8oA,The Gypsy Saloon,West Conshohocken,PA,40.0689589,-75.3125708,4.0,201,13,0.0594059405940594,
kpK6SmxIiNoGPNhlEGiL4w,Trattoria Marcella,Saint Louis,MO,38.597361,-90.300388,4.5,383,18,0.05859375,
qF8jkN4q4SajC4p4nKwjgQ,Mona Lisa Restaurant,New Orleans,LA,29.9621826,-90.0607914,4.0,477,24,0.058577405857740586,
RTwDv2oLE3gzAZlf63OPXA,Rat's Restaurant,Hamilton,NJ,40.237898,-74.71663,3.5,603,23,0.057947019867549666,
IlVFBKxhiLstwEqDq3TP6Q,Olive Garden Italian Restaurant,Affton,MO,38.5237080906,-90.3568317377,2.5,87,4,0.056818181818181816,Monday: 12:00 AM-12:00 AM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-08:00 PM; Friday: 11:00 AM-11:00 PM; Saturday: 11:00 AM-11:00 PM; Sunday: 11:00 AM-10:00 PM
WZm72JqVRfpw2Pu3vag9gw,Hot Tuna Sushi Bar & Grille,Oldsmar,FL,28.045019,-82.68082,4.5,317,12,0.05660377358490566,Monday: 12:00 AM-12:00 AM; Tuesday: 05:00 PM-10:00 PM; Wednesday: 05:00 PM-10:00 PM; Thursday: 05:00 PM-10:00 PM; Friday: 05:00 PM-10:30 PM; Saturday: 12:00 PM-10:30 PM; Sunday: 12:00 PM-09:00 PM
i-KD2ru_CLkCCufOFWR5Mg,Positano's,Palm Harbor,FL,28.0682874,-82.7239618,4.0,215,9,0.05555555555555555,
EI-x2auko13oNtjz0dbiXw,The Choice Something Special By Lillian,Saint Louis,MO,38.5952164,-90.2253671,3.0,53,3,0.05555555555555555,
ii8dw3vTRecmP_iOiaP0Hg,Maggiano's Little Italy,Nashville,TN,36.1425413824,-86.8169512712,4.0,579,21,0.05517241379310345,
B10mqANgHvL8gBteo1UhAA,Caruso's,Tucson,AZ,32.2273367,-110.9653331,3.5,381,15,0.0549738219895288,
Fn31PTvK30eyiXWFPm0ziw,SOHO Restaurant,Tucson,AZ,32.2271453,-110.9431198,2.5,90,7,0.054945054945054944,
EH2yDg_E61zwl-e19XTiFw,Tuscany Ristorante,Philadelphia,PA,40.0569781,-75.0478281,3.5,64,4,0.05384615384615385,
G9rBwcWp56C8r6ZFwVuimA,Belmond El Encanto Dining Room,Santa Barbara,CA,34.439548,-119.703871,3.0,224,9,0.05333333333333334,
w9WLlcY_mziJ6qAB6WtpsA,The Flying V Bar & Grill,Tucson,AZ,32.327823,-110.850591,4.0,152,6,0.05228758169934641,
p1PQZFieSwQVd3PPtuaL8A,Core De Roma,Philadelphia,PA,39.9410667419,-75.146232605,4.0,76,3,0.05194805194805195,
A4-2jEraYJ2w2grn_uXlHw,Blood & Sand,Saint Louis,MO,38.6318768,-90.2014994,4.5,347,14,0.05172413793103448,
Ghn6flCdNlOchzLA29tkjQ,Basso,Saint Louis,MO,38.6332291902,-90.306749048,4.0,463,29,0.05172413793103448,Monday: 12:00 AM-12:00 AM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-10:00 PM; Friday: 04:00 PM-11:00 PM; Saturday: 04:00 PM-11:00 PM; Sunday: 04:00 PM-09:00 PM
i_FWONQD1ZBqrNE2b-M5Ug,Talula's Garden,Philadelphia,PA,39.9473272218,-75.1535421779,4.5,1927,84,0.05134854771784232,
IkQCv8yqdzD_VndrOd2p_w,The Capital Grille,Tampa,FL,27.9656056982,-82.5211192025,4.0,397,11,0.05025125628140704,Monday: 12:00 AM-12:00 AM; Tuesday: 11:30 AM-09:00 PM; Wednesday: 11:30 AM-09:00 PM; Thursday: 11:30 AM-11:00 PM; Friday: 04:00 PM-10:00 PM; Saturday: 11:30 AM-10:00 PM; Sunday: 12:00 PM-09:00 PM
CQfIbhfIufT5M2BMYyeYTw,Saffron Cafe,Indianapolis,IN,39.7759413,-86.1549737,4.0,327,20,0.04878048780487805,
erz6oUEJdx787WyOlxMARw,Dante & Luigi's,Philadelphia,PA,39.9400687845,-75.1594229629,4.0,415,17,0.04807692307692308,
v3HQ6t5IB2_m19GiaJD7rA,Ybor Grille,Ruskin,FL,27.7347099,-82.4296684,4.0,169,4,0.047058823529411764,
dtU_DsHVOCi-2-mWe7gabw,Charlie Gitto's On the Hill,St. Louis,MO,38.6179194,-90.273478,4.5,678,22,0.04639175257731959,
34-i9B0d0r0575-x6xDTsw,Pizzacato,Philadelphia,PA,39.95028,-75.145481,3.0,129,5,0.046153846153846156,
VB759uLxn1xSgrIrUwDZvg,Napolese Pizzeria,Indianapolis,IN,39.7662492346,-86.1583133748,4.0,259,9,0.046153846153846156,
xdy61kO_r5p6Zw30dsZ-ng,Umi Star,Tucson,AZ,32.2521997481,-110.9436750412,4.0,86,4,0.04597701149425287,
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,Philadelphia,PA,39.9509483,-75.1704197,4.5,880,56,0.04597048808172531,
Fs4T7lKpXVtD5Pz7jWSJeg,Coquette,New Orleans,LA,29.9260125,-90.0825354,4.5,784,32,0.045859872611464965,
bjPUhanWoinHi2kywvVzBA,Mercato BYOB,Philadelphia,PA,39.9464996,-75.1617652,4.0,709,41,0.04507042253521127,
qVMz1BikMdFm_htjaZ7Ihw,Mexico City Grill,Indianapolis,IN,39.6495574288,-86.0842671534,3.5,78,3,0.04430379746835443,
sXkt7HXvJO30FEFNfUub6Q,Zacharias Creek Side Cafe,Worcester,PA,40.200090203,-75.3454316103,3.5,81,3,0.042682926829268296,
CziOtnFSklimJnBgksDDwA,Pascucci,Santa Barbara,CA,34.419107,-119.699243,3.5,1069,38,0.04252336448598131,
oMUBdWkgMD1Yhiyx9-BC9A,Sheesh Restaurant,Saint Louis,MO,38.5984206,-90.2426741,4.0,204,8,0.03902439024390244,
GmlgfKkyeSlk6C39aLwS3w,Ban Thai and Sushi Restaurant,Clearwater,FL,28.0129483806,-82.7082768002,4.0,204,5,0.03902439024390244,
Wzs-kKlWOHa6-CvF0UP9ng,Stone Creek Dining Company - Plainfield,Plainfield,IN,39.7114997,-86.3595191,4.0,222,10,0.03587443946188341,
yE9JBfdRUlDsKaAIn0yOAA,Ichiban Japanese Restaurant and Sushi Bar,Indianapolis,IN,39.6456861,-86.1324877,4.5,250,8,0.035856573705179286,
yf8a1DOlqoqlKHuLSKEfxg,Dante's Kitchen,New Orleans,LA,29.9458219,-90.1349687,4.5,640,31,0.035101404056162244,
q16UE_FA0cC2aSTfm3AlJA,Besito Mexican Restaurant,Ardmore,PA,40.00807,-75.2880533,3.5,303,12,0.03453947368421053,Monday: 11:00 AM-10:00 PM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-10:00 PM; Saturday: 11:00 AM-11:00 PM; Sunday: 11:00 AM-09:00 PM
VRnJgj0IvxoksHppE78X2Q,Lee How Fook,Philadelphia,PA,39.9562631,-75.1570795,4.0,231,10,0.034482758620689655,
-3AooxIkg38UyUdlz5oXdw,Chase Restaurant,Santa Barbara,CA,34.421931,-119.7021852,3.0,436,17,0.034324942791762014,
OIbh0ZOemmphJR4Att3E6A,Doris Metropolitan,New Orleans,LA,29.9570202,-90.0641603,4.5,659,15,0.03409090909090909,
RiC_-68qxtDJqiIs5mRR6g,Maggiano's Little Italy,Tampa,FL,27.946453,-82.526348,4.0,586,13,0.034071550255536626,Monday: 11:00 AM-10:00 PM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-11:00 PM; Saturday: 11:00 AM-11:00 PM; Sunday: 12:00 PM-10:00 PM
Mr7Aov2n7wPCpwaUxk8lCw,Mango,Saint Louis,MO,38.631361,-90.193938,4.0,939,33,0.03404255319148936,
I3Uy20BKx7G-Fzz6hLIeWg,Restaurant August,New Orleans,LA,29.95,-90.0668309,4.5,1326,25,0.03391107761868877,
gk3hzKydevLKZ2FVmJdt-A,Nora Lee's,New Castle,DE,39.6591284,-75.5634629,3.5,207,5,0.03365384615384615,
8C-G2bwZJLyThpUL5hzg9w,Epice,Nashville,TN,36.1212469,-86.790155,4.5,409,18,0.032926829268292684,
ClEUgRru8zSwV4gB32bHFQ,Bimini Steakhouse,Reno,NV,39.497223,-119.801023,4.5,561,14,0.03202846975088968,
CGNccuDSFO9ZtqhQ46msOA,Ellendale's,Nashville,TN,36.1503719,-86.6673651,3.0,374,12,0.032,
tB971SQcyzBs-nqZl1_PjQ,Bottega Michelangelo,Tucson,AZ,32.3523611,-110.9764168,4.0,391,19,0.030612244897959183,
jl38yx7zzMRbg-kOK8NLDw,Germantown Cafe,Nashville,TN,36.1754314594,-86.7879751742,4.0,662,20,0.030165912518853696,
9gOB2Tqc_LtvSRDxviFlHA,LaScala's Fire,Marlton,NJ,39.8762752573,-74.9196002903,4.0,267,7,0.029850746268656716,
6Z89Ixagyc0mrVnyZHiIVw,Catch Twenty Three,Tampa,FL,28.0433568,-82.5970998,4.0,407,10,0.029411764705882353,Monday: 12:00 AM-12:00 AM; Tuesday: 04:30 PM-09:30 PM; Wednesday: 04:30 PM-09:30 PM; Thursday: 04:30 PM-09:30 PM; Friday: 04:30 PM-10:30 PM; Saturday: 10:30 AM-10:30 PM; Sunday: 10:30 AM-09:30 PM
Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,Philadelphia,PA,39.9466238,-75.1609139,4.5,770,40,0.029182879377431907,
VOcGcN0bvGU_nzxbJgR5jQ,Bettina,Santa Barbara,CA,34.4225616,-119.6517163,4.5,311,11,0.028846153846153848,
Mfyqn9bYNL7jVsXjXH_ymg,Tavern On the Hill,Philadelphia,PA,40.077194,-75.2088314,4.0,140,11,0.028368794326241134,
gUyfJlJRxu1fHuZ4dpBheQ,Santa Fe,New Orleans,LA,29.9809082,-90.085038,3.5,252,8,0.02766798418972332,
Qw5K3z-ZNHorToMHoCqZQQ,Aqua Prime,Indian Rocks Beach,FL,27.8797124687,-82.8499127276,3.5,256,8,0.027237354085603113,
SvymuQGYaUSqXmvh5HiPLg,Logan Inn,New Hope,PA,40.3634673,-74.9514504,3.0,111,4,0.026785714285714284,
h6gEB2JmquKkuirJnrHk3g,Cafe Rakka,Hendersonville,TN,36.3043670074,-86.6356810644,4.5,335,9,0.026785714285714284,
aTHqsBXlXNeyGbEbSTTGFQ,Golden Bowl,Ardmore,PA,40.0061229694,-75.2900573127,3.5,131,3,0.026515151515151516,Monday: 10:30 AM-10:00 PM; Tuesday: 10:30 AM-10:00 PM; Wednesday: 10:30 AM-10:00 PM; Thursday: 10:30 AM-10:00 PM; Friday: 10:30 AM-11:00 PM; Saturday: 10:30 AM-11:00 PM; Sunday: 11:30 AM-10:00 PM
q1VOESxR99qJvpubnNxyJQ,Caribou Cafe,Philadelphia,PA,39.9487531332,-75.1600949582,3.0,341,11,0.02631578947368421,Monday: 11:30 AM-10:30 PM; Tuesday: 11:30 AM-10:30 PM; Wednesday: 11:30 AM-10:30 PM; Thursday: 11:30 AM-10:30 PM; Friday: 11:30 AM-11:30 PM; Saturday: 11:30 AM-11:30 PM; Sunday: 11:30 AM-10:30 PM
L-YdO_NODKXXT3bkS0nUpg,RumFish Grill,Saint Pete Beach,FL,27.732229,-82.746455,3.5,664,12,0.02631578947368421,
UJkA-79UKza7jPdSC_FKuw,Prime 1000,Saint Louis,MO,38.6309416,-90.1943629,3.5,132,5,0.02631578947368421,
lstgSw6ejDzZRZLf446x8Q,Erini Restaurant,Ewing Township,NJ,40.2726885,-74.8506133,4.0,307,11,0.025974025974025976,
1RUStfReoIm_8NzWXKSbCA,Lou Bird's,Philadelphia,PA,39.945722875,-75.1750066504,4.0,161,7,0.024691358024691357,
RQTRnBmDXXNWiM1-1LEqWg,Charcoal,Yardley,PA,40.2444738,-74.8355892,4.0,323,8,0.024691358024691357,
xHWi7ZQ0zlRoKWlfnmhOYA,Feby's Fishery,Wilmington,DE,39.7550079,-75.5941192,3.5,141,4,0.02464788732394366,
8syjAtrpRfBgiH2vcfNsrg,Thai Bay Restaurant,Largo,FL,27.9169076957,-82.7737432929,3.5,145,5,0.023972602739726026,
85e8Uyn8tIyEZCqBP80rqA,Lolita,Philadelphia,PA,39.9500808716,-75.162,4.0,668,21,0.02391629297458894,
zFcE7bQ2oDfwpPgl_PxOTA,Oystercatchers,Tampa,FL,27.962275,-82.549347,4.0,672,16,0.0237741456166419,
